ID,Vehicles
20170705071,52.29073135
20170705081,59.64581364
20170705091,69.12095642
20170705101,95.68279456
20170705111,109.6442043
20170705121,109.9343862
20170705131,104.3002358
20170705141,110.4378395
20170705151,110.3485363
20170705161,106.6492065
20170705171,106.7544828
20170705181,111.0355983
20170705191,113.1226212
20170705201,112.5701294
20170705211,99.12594652
20170705221,93.97822496
20170705231,92.4812057
20170706001,85.91665873
20170706011,69.73693066
20170706021,62.30839866
20170706031,48.5188139
20170706041,43.45955568
20170706051,42.49858251
20170706061,47.3191911
20170706071,50.89640379
20170706081,57.95571656
20170706091,68.90696916
20170706101,100.0100557
20170706111,113.1862177
20170706121,113.1871544
20170706131,107.4072059
20170706141,114.1248044
20170706151,114.4835254
20170706161,112.4826936
20170706171,113.3013368
20170706181,116.9525483
20170706191,118.8095026
20170706201,118.0849021
20170706211,100.2327675
20170706221,93.72164177
20170706231,92.55477471
20170707001,85.89165
20170707011,68.5003017
20170707021,62.51625581
20170707031,48.67999207
20170707041,40.45763401
20170707051,39.7359233
20170707061,46.24535762
20170707071,50.68935981
20170707081,57.8874741
20170707091,70.66451479
20170707101,87.1585461
20170707111,97.97370761
20170707121,98.43216699
20170707131,95.1026561
20170707141,98.34743737
20170707151,98.06856714
20170707161,93.52239773
20170707171,91.3668127
20170707181,95.39953889
20170707191,97.54496382
20170707201,97.38524755
20170707211,84.83689776
20170707221,79.86041634
20170707231,77.58815999
20170708001,69.52623135
20170708011,58.66043911
20170708021,45.47589859
20170708031,37.36999453
20170708041,32.5665369
20170708051,30.75073626
20170708061,31.88953268
20170708071,33.11505768
20170708081,38.18645797
20170708091,43.06883106
20170708101,53.56673108
20170708111,55.87625707
20170708121,55.94489571
20170708131,55.64253752
20170708141,55.49833214
20170708151,55.56108828
20170708161,55.35804365
20170708171,54.30701367
20170708181,57.26880714
20170708191,62.84202464
20170708201,64.86190056
20170708211,63.60903391
20170708221,63.38493021
20170708231,62.84653326
20170709001,52.43254867
20170709011,42.94216939
20170709021,36.41445527
20170709031,33.42572063
20170709041,26.54215505
20170709051,26.26712121
20170709061,27.53640043
20170709071,32.99854809
20170709081,38.76122868
20170709091,41.7708272
20170709101,52.98878447
20170709111,54.25430606
20170709121,54.4137474
20170709131,53.18630144
20170709141,52.00724012
20170709151,51.87950072
20170709161,52.33691201
20170709171,52.88264747
20170709181,58.46223813
20170709191,64.84754441
20170709201,66.77978184
20170709211,65.14388928
20170709221,64.84859713
20170709231,64.35491773
20170710001,57.51000011
20170710011,48.63136083
20170710021,38.36990651
20170710031,38.66211491
20170710041,32.58644338
20170710051,32.84506856
20170710061,40.57748198
20170710071,49.81522868
20170710081,55.69090025
20170710091,65.56764206
20170710101,87.50823178
20170710111,110.8596865
20170710121,110.1582938
20170710131,106.6564648
20170710141,112.2670934
20170710151,112.2109942
20170710161,110.3275574
20170710171,110.3737391
20170710181,115.0401974
20170710191,116.6402723
20170710201,115.4522714
20170710211,101.916626
20170710221,94.92085527
20170710231,93.72775191
20170711001,84.39324008
20170711011,73.28165141
20170711021,62.41879389
20170711031,49.19222119
20170711041,43.08781104
20170711051,42.40971695
20170711061,46.43997743
20170711071,52.31602262
20170711081,57.45092085
20170711091,66.36515058
20170711101,95.50580011
20170711111,114.0849508
20170711121,113.2338648
20170711131,107.91456
20170711141,113.293474
20170711151,113.3496177
20170711161,111.8273288
20170711171,111.8620562
20170711181,116.3724618
20170711191,117.7687343
20170711201,116.5091961
20170711211,102.5251112
20170711221,96.44588499
20170711231,95.02677453
20170712001,86.41219282
20170712011,72.65415299
20170712021,62.35040879
20170712031,49.76565849
20170712041,42.98454993
20170712051,42.48933849
20170712061,46.8759551
20170712071,52.37724286
20170712081,57.55903474
20170712091,68.65521688
20170712101,95.33714903
20170712111,110.8133983
20170712121,111.1772898
20170712131,104.6290231
20170712141,112.2364954
20170712151,111.8758633
20170712161,107.1879379
20170712171,107.4056359
20170712181,112.674655
20170712191,115.2897803
20170712201,114.6492726
20170712211,99.91868669
20170712221,94.09471284
20170712231,92.46377471
20170713001,86.05233766
20170713011,69.09948741
20170713021,62.06086868
20170713031,48.88698295
20170713041,42.63762015
20170713051,41.94829345
20170713061,46.73637234
20170713071,50.82250736
20170713081,55.86279758
20170713091,68.41456443
20170713101,99.41493712
20170713111,112.5958885
20170713121,112.5150521
20170713131,104.7787885
20170713141,112.3844165
20170713151,111.9535625
20170713161,107.131349
20170713171,107.3975724
20170713181,112.1145617
20170713191,114.5081342
20170713201,113.9512519
20170713211,98.97712121
20170713221,92.75183362
20170713231,91.82773698
20170714001,85.86114048
20170714011,67.65974495
20170714021,61.98230083
20170714031,48.99993215
20170714041,39.59177027
20170714051,39.20823358
20170714061,44.90067458
20170714071,50.36672648
20170714081,55.47560274
20170714091,68.2525188
20170714101,87.33421118
20170714111,97.92638182
20170714121,98.49910548
20170714131,95.00537197
20170714141,98.32402229
20170714151,98.11794491
20170714161,94.37623506
20170714171,92.09743059
20170714181,96.28984477
20170714191,98.13003041
20170714201,97.95173478
20170714211,84.83722872
20170714221,79.38839293
20170714231,76.98939668
20170715001,69.69897947
20170715011,58.46903853
20170715021,44.73187655
20170715031,36.40142303
20170715041,32.08321494
20170715051,29.76622803
20170715061,31.30828535
20170715071,32.378604
20170715081,39.10531126
20170715091,43.218614
20170715101,53.28416301
20170715111,55.24666562
20170715121,55.32820783
20170715131,55.12929776
20170715141,55.11363763
20170715151,56.34051629
20170715161,56.06218595
20170715171,54.57556367
20170715181,55.99736865
20170715191,63.31495552
20170715201,64.17805617
20170715211,63.27184215
20170715221,63.07299651
20170715231,62.61754044
20170716001,51.17110069
20170716011,42.06533132
20170716021,34.98792753
20170716031,32.20343528
20170716041,26.50575653
20170716051,26.00710999
20170716061,27.09640585
20170716071,31.03633096
20170716081,37.07847154
20170716091,41.29315556
20170716101,52.61194933
20170716111,53.67046894
20170716121,53.81995433
20170716131,52.63993835
20170716141,51.59991631
20170716151,51.66646342
20170716161,52.07317193
20170716171,52.740157
20170716181,55.84329708
20170716191,62.16969747
20170716201,62.88152074
20170716211,62.1164788
20170716221,62.12443356
20170716231,61.88154767
20170717001,56.55446685
20170717011,45.11719998
20170717021,37.93597245
20170717031,37.33747512
20170717041,31.73751484
20170717051,32.17214994
20170717061,40.05338115
20170717071,49.53845299
20170717081,55.14736176
20170717091,64.68442229
20170717101,86.88874102
20170717111,110.8367038
20170717121,110.0997805
20170717131,106.4277725
20170717141,112.0845984
20170717151,111.9403921
20170717161,109.7696846
20170717171,109.8877775
20170717181,114.7697022
20170717191,116.3858985
20170717201,115.4448166
20170717211,101.2292964
20170717221,94.39300346
20170717231,93.51567233
20170718001,84.07678254
20170718011,71.82813871
20170718021,61.96787378
20170718031,49.41409268
20170718041,42.52528975
20170718051,41.39317443
20170718061,45.24270446
20170718071,51.50201497
20170718081,56.83958355
20170718091,65.75702637
20170718101,95.07570736
20170718111,114.0242633
20170718121,113.1821293
20170718131,107.6774479
20170718141,113.1365492
20170718151,113.0769524
20170718161,111.3786017
20170718171,111.4724886
20170718181,115.9995439
20170718191,117.4084427
20170718201,116.438908
20170718211,101.9849743
20170718221,95.78966158
20170718231,94.81899495
20170719001,85.98444242
20170719011,70.58598315
20170719021,61.83728749
20170719031,49.70576212
20170719041,42.47762665
20170719051,41.29651094
20170719061,45.41907733
20170719071,51.48017067
20170719081,57.76232944
20170719091,67.60878788
20170719101,95.18672919
20170719111,110.421766
20170719121,110.9173935
20170719131,104.5798645
20170719141,112.2701016
20170719151,111.8627194
20170719161,107.0934143
20170719171,107.3407218
20170719181,112.7226097
20170719191,115.3375743
20170719201,114.7627166
20170719211,99.4814369
20170719221,93.82740393
20170719231,92.49918265
20170720001,85.55286822
20170720011,67.5789342
20170720021,61.62460849
20170720031,48.86257468
20170720041,42.34674107
20170720051,40.92271221
20170720061,45.42210467
20170720071,49.98190866
20170720081,57.78325418
20170720091,67.50638041
20170720101,99.62521411
20170720111,112.5442224
20170720121,112.5307833
20170720131,104.7642264
20170720141,112.4671048
20170720151,111.9962508
20170720161,107.135248
20170720171,107.427692
20170720181,112.1918704
20170720191,114.5850616
20170720201,114.075646
20170720211,100.2383266
20170720221,93.69758146
20170720231,92.78609185
20170721001,85.42631508
20170721011,66.19563023
20170721021,61.85403825
20170721031,49.03036793
20170721041,39.59763567
20170721051,38.67356392
20170721061,43.66973121
20170721071,49.20849459
20170721081,58.03843535
20170721091,68.93134307
20170721101,88.54204238
20170721111,96.4829342
20170721121,97.07394289
20170721131,92.33327042
20170721141,95.80993207
20170721151,95.59894913
20170721161,91.08178196
20170721171,89.77497013
20170721181,92.59195494
20170721191,94.87194931
20170721201,94.32826281
20170721211,84.09955346
20170721221,77.78075071
20170721231,75.96390894
20170722001,69.67256201
20170722011,58.32950628
20170722021,46.11254924
20170722031,38.69567105
20170722041,32.95084621
20170722051,30.13128579
20170722061,32.10661129
20170722071,33.66580797
20170722081,39.43198985
20170722091,43.93349686
20170722101,53.0656831
20170722111,55.30657222
20170722121,55.40990011
20170722131,55.11480159
20170722141,55.0736654
20170722151,56.2910388
20170722161,56.51716878
20170722171,55.15852255
20170722181,57.01144322
20170722191,63.50607666
20170722201,64.50361436
20170722211,63.83135354
20170722221,63.60434639
20170722231,62.89566306
20170723001,52.47229621
20170723011,43.38548108
20170723021,35.3018276
20170723031,33.25671198
20170723041,27.60484383
20170723051,27.11101504
20170723061,27.83993589
20170723071,31.63069812
20170723081,37.62594764
20170723091,42.50056501
20170723101,53.1050761
20170723111,55.17503658
20170723121,55.72202908
20170723131,54.99301194
20170723141,53.96836306
20170723151,53.96802453
20170723161,54.37410646
20170723171,54.6499509
20170723181,57.44643882
20170723191,62.84992594
20170723201,63.57844886
20170723211,63.13296885
20170723221,63.12891589
20170723231,62.91819688
20170724001,57.34506461
20170724011,48.72805812
20170724021,40.3758421
20170724031,38.2578626
20170724041,33.08706989
20170724051,33.39250903
20170724061,41.70387693
20170724071,49.56085869
20170724081,56.51571068
20170724091,67.16290783
20170724101,86.72839776
20170724111,109.8335042
20170724121,109.1795769
20170724131,105.721817
20170724141,111.5844583
20170724151,111.5687996
20170724161,109.3000909
20170724171,109.4136219
20170724181,114.4049975
20170724191,116.0833105
20170724201,115.3360246
20170724211,103.5860631
20170724221,95.67932017
20170724231,94.30881136
20170725001,84.72426548
20170725011,72.38719069
20170725021,62.60870751
20170725031,50.09927659
20170725041,42.82021024
20170725051,40.82611891
20170725061,45.73686684
20170725071,52.16687994
20170725081,58.58885188
20170725091,68.30062053
20170725101,94.60757324
20170725111,113.4287504
20170725121,112.5778512
20170725131,106.6728212
20170725141,112.5937868
20170725151,112.5631328
20170725161,110.6960452
20170725171,110.7809385
20170725181,115.3914126
20170725191,116.9006494
20170725201,116.2203187
20170725211,105.1538706
20170725221,97.92614376
20170725231,96.48047807
20170726001,87.36633092
20170726011,71.01416887
20170726021,62.8520315
20170726031,50.94875873
20170726041,43.32985865
20170726051,40.85704352
20170726061,45.96063556
20170726071,51.99201898
20170726081,58.89201479
20170726091,68.61642659
20170726101,94.41895062
20170726111,109.3066618
20170726121,109.8397344
20170726131,103.4380943
20170726141,111.8420563
20170726151,111.4982992
20170726161,106.7128711
20170726171,106.9816941
20170726181,112.6776473
20170726191,115.4306
20170726201,114.885261
20170726211,102.7026082
20170726221,96.44993131
20170726231,94.8620312
20170727001,87.27223012
20170727011,67.62428182
20170727021,62.99054972
20170727031,50.15131494
20170727041,43.15058862
20170727051,40.53248762
20170727061,45.85581883
20170727071,50.69669228
20170727081,58.02608914
20170727091,68.35730108
20170727101,99.04519426
20170727111,115.0637766
20170727121,115.1111857
20170727131,106.2806335
20170727141,113.9639834
20170727151,113.5718104
20170727161,108.5932477
20170727171,108.916479
20170727181,113.3208088
20170727191,115.8231441
20170727201,115.2162939
20170727211,102.4288709
20170727221,96.22311126
20170727231,94.7446689
20170728001,87.30061941
20170728011,66.1441969
20170728021,63.18635806
20170728031,50.33266573
20170728041,40.87377445
20170728051,39.13995826
20170728061,44.27642566
20170728071,50.42151854
20170728081,57.80084271
20170728091,68.41507392
20170728101,88.54490032
20170728111,97.59467633
20170728121,98.11041631
20170728131,93.45582716
20170728141,97.88576046
20170728151,97.82758308
20170728161,93.17059885
20170728171,91.74577154
20170728181,94.28990873
20170728191,96.75879278
20170728201,96.19887175
20170728211,84.91722626
20170728221,78.66980425
20170728231,76.92126947
20170729001,70.0916132
20170729011,58.49900202
20170729021,46.44946595
20170729031,40.26916329
20170729041,31.87817532
20170729051,29.81373795
20170729061,31.54318965
20170729071,32.57771901
20170729081,39.65253189
20170729091,44.0877781
20170729101,56.05873389
20170729111,59.05659794
20170729121,59.27363525
20170729131,57.4971596
20170729141,56.2640301
20170729151,56.70184494
20170729161,56.95187662
20170729171,56.32112829
20170729181,57.50714478
20170729191,62.51220083
20170729201,63.36980956
20170729211,62.55258034
20170729221,62.40834224
20170729231,61.89543391
20170730001,55.41023009
20170730011,42.94679208
20170730021,34.53923369
20170730031,33.38410635
20170730041,27.98061447
20170730051,27.31270234
20170730061,28.05154304
20170730071,30.8612798
20170730081,37.57019701
20170730091,42.48071082
20170730101,55.20725334
20170730111,58.5708491
20170730121,59.27021014
20170730131,57.94284877
20170730141,56.18435062
20170730151,55.87920961
20170730161,56.12510048
20170730171,56.19716159
20170730181,57.05847541
20170730191,61.48245797
20170730201,62.18066145
20170730211,61.84824161
20170730221,61.9325432
20170730231,61.87716506
20170731001,57.10366501
20170731011,47.81962146
20170731021,41.02700559
20170731031,44.58324042
20170731041,41.19377988
20170731051,41.39143544
20170731061,43.25652834
20170731071,49.479093
20170731081,56.27563727
20170731091,68.55867284
20170731101,86.91409459
20170731111,111.7317935
20170731121,111.4260554
20170731131,107.5403445
20170731141,112.8071419
20170731151,112.6395212
20170731161,110.0394763
20170731171,110.2451613
20170731181,114.3096237
20170731191,116.1442118
20170731201,114.8399276
20170731211,96.36861068
20170731221,80.94843799
20170731231,80.68999657
20170801001,84.0709254
20170801011,74.32389585
20170801021,62.62548278
20170801031,49.07953706
20170801041,43.54947471
20170801051,42.86814195
20170801061,46.99334942
20170801071,52.15383333
20170801081,59.06037911
20170801091,66.17212063
20170801101,94.95390805
20170801111,107.9052926
20170801121,107.6913979
20170801131,103.5783621
20170801141,106.3826417
20170801151,106.7652357
20170801161,105.3160563
20170801171,105.1241418
20170801181,107.5669799
20170801191,108.5446548
20170801201,108.1151423
20170801211,100.8908449
20170801221,95.9995864
20170801231,94.699346
20170802001,86.01578333
20170802011,73.76389506
20170802021,62.65008123
20170802031,49.33706325
20170802041,43.5020259
20170802051,42.93757953
20170802061,47.49937335
20170802071,52.52269325
20170802081,59.2287184
20170802091,69.10445047
20170802101,95.0891771
20170802111,109.9024452
20170802121,110.1950557
20170802131,104.5591024
20170802141,110.9114585
20170802151,110.889743
20170802161,107.9949887
20170802171,108.1541459
20170802181,112.055905
20170802191,114.0583327
20170802201,113.384992
20170802211,99.26792112
20170802221,93.93709877
20170802231,92.41109499
20170803001,85.65631151
20170803011,69.96860418
20170803021,62.31092247
20170803031,48.52835438
20170803041,43.05152015
20170803051,42.29648171
20170803061,47.18249388
20170803071,51.2849645
20170803081,57.484161
20170803091,68.8784632
20170803101,99.02444614
20170803111,111.0000269
20170803121,111.0152755
20170803131,104.6479945
20170803141,111.0186684
20170803151,110.9388228
20170803161,108.0134161
20170803171,108.1852844
20170803181,111.6106574
20170803191,113.4470358
20170803201,112.7873313
20170803211,98.74291914
20170803221,92.81046638
20170803231,91.85315249
20170804001,85.48241151
20170804011,68.55969545
20170804021,62.3427943
20170804031,48.68511588
20170804041,40.11555681
20170804051,39.65681814
20170804061,46.01647508
20170804071,50.79450108
20170804081,57.67185188
20170804091,69.09685844
20170804101,86.8357592
20170804111,97.49800397
20170804121,97.84800382
20170804131,95.0468715
20170804141,98.23642183
20170804151,97.93863492
20170804161,93.35982186
20170804171,91.30498048
20170804181,95.31141858
20170804191,97.50445779
20170804201,97.32509073
20170804211,85.21181194
20170804221,81.11570115
20170804231,79.57059758
20170805001,69.53397579
20170805011,58.92321212
20170805021,45.63062082
20170805031,37.93926852
20170805041,32.43255909
20170805051,31.22182154
20170805061,32.16025685
20170805071,33.05383409
20170805081,38.14191313
20170805091,43.98638474
20170805101,54.17055051
20170805111,56.18048775
20170805121,56.21732545
20170805131,55.90830774
20170805141,55.72099522
20170805151,55.54241961
20170805161,54.81484403
20170805171,53.81599262
20170805181,56.80436071
20170805191,61.3411717
20170805201,63.44042342
20170805211,62.37478876
20170805221,62.17368546
20170805231,61.42791223
20170806001,50.49455105
20170806011,42.16899876
20170806021,35.90955844
20170806031,32.9555517
20170806041,26.55209228
20170806051,26.28217273
20170806061,27.35640592
20170806071,32.10327363
20170806081,35.73257911
20170806091,42.55998802
20170806101,53.11843646
20170806111,54.24686494
20170806121,54.37824264
20170806131,53.1575562
20170806141,51.92571035
20170806151,51.6965162
20170806161,52.0741767
20170806171,52.62819747
20170806181,57.24187424
20170806191,60.99892473
20170806201,62.85598279
20170806211,62.30549998
20170806221,62.31553755
20170806231,61.62649726
20170807001,56.56906537
20170807011,48.31362988
20170807021,38.30512357
20170807031,38.50002444
20170807041,32.68882314
20170807051,32.89912094
20170807061,40.77923198
20170807071,49.71436201
20170807081,57.58503488
20170807091,66.59891071
20170807101,87.9969675
20170807111,110.6802444
20170807121,110.3805863
20170807131,107.8430608
20170807141,113.4004157
20170807151,114.2276221
20170807161,114.0492717
20170807171,114.9269661
20170807181,118.9435153
20170807191,120.3886842
20170807201,119.0978261
20170807211,102.2554986
20170807221,95.03891955
20170807231,93.80924798
20170808001,84.36630675
20170808011,73.91436172
20170808021,62.50038675
20170808031,49.10277754
20170808041,44.04719834
20170808051,42.99106656
20170808061,47.3630014
20170808071,52.25205992
20170808081,58.30232165
20170808091,67.88306468
20170808101,96.28998067
20170808111,113.598025
20170808121,113.1803902
20170808131,108.9359953
20170808141,114.4261145
20170808151,115.4056304
20170808161,115.7309054
20170808171,116.6683887
20170808181,120.3904269
20170808191,121.6536911
20170808201,120.3213957
20170808211,102.874142
20170808221,96.27087926
20170808231,94.94732215
20170809001,86.39110949
20170809011,73.00510538
20170809021,62.41076356
20170809031,49.2972565
20170809041,43.8215154
20170809051,42.81274024
20170809061,47.28390957
20170809071,52.2908377
20170809081,57.81811291
20170809091,68.82860599
20170809101,96.42059138
20170809111,111.2272611
20170809121,111.4601838
20170809131,104.6063231
20170809141,112.247099
20170809151,111.8745335
20170809161,107.1517759
20170809171,107.369474
20170809181,112.6359978
20170809191,115.2466946
20170809201,114.6203202
20170809211,99.5254869
20170809221,93.8230079
20170809231,92.3460517
20170810001,86.04133766
20170810011,68.75551281
20170810021,62.08138694
20170810031,48.52645715
20170810041,43.35610608
20170810051,42.1590464
20170810061,46.78530538
20170810071,50.86971609
20170810081,55.86706941
20170810091,68.41632576
20170810101,100.0531219
20170810111,112.578994
20170810121,112.4846291
20170810131,104.7702183
20170810141,112.4026379
20170810151,111.9712006
20170810161,107.1337906
20170810171,107.400014
20170810181,112.0901926
20170810191,114.4761652
20170810201,113.9340829
20170810211,99.11172619
20170810221,92.5846513
20170810231,91.75775047
20170811001,85.86782381
20170811011,67.47044773
20170811021,62.21931472
20170811031,48.73512025
20170811041,39.81988242
20170811051,39.36489472
20170811061,45.38047151
20170811071,50.49295148
20170811081,55.88285155
20170811091,68.44086631
20170811101,87.3999969
20170811111,97.8966969
20170811121,98.45915152
20170811131,94.93189895
20170811141,98.22773023
20170811151,97.96285999
20170811161,93.53782035
20170811171,91.37113532
20170811181,95.47622937
20170811191,97.6169531
20170811201,97.43736778
20170811211,84.76748467
20170811221,79.4633342
20170811231,77.07312128
20170812001,69.72917471
20170812011,58.68934665
20170812021,45.92982186
20170812031,38.95745287
20170812041,32.52498333
20170812051,30.59634141
20170812061,31.84392991
20170812071,33.04499538
20170812081,39.33951919
20170812091,43.24162172
20170812101,53.47006777
20170812111,55.69002511
20170812121,55.79661374
20170812131,55.59882958
20170812141,55.47535754
20170812151,55.60248828
20170812161,55.41116032
20170812171,54.32274939
20170812181,57.55079592
20170812191,65.15042201
20170812201,66.0750171
20170812211,65.25065481
20170812221,65.04414172
20170812231,64.56851025
20170813001,50.00818362
20170813011,41.71301205
20170813021,35.01259816
20170813031,32.53399481
20170813041,26.46738838
20170813051,26.0420978
20170813061,27.11271429
20170813071,30.66984358
20170813081,37.00910289
20170813091,41.98133611
20170813101,52.89532473
20170813111,54.13809076
20170813121,54.29473211
20170813131,53.10735541
20170813141,51.96918456
20170813151,51.91151739
20170813161,52.37080487
20170813171,52.91699271
20170813181,56.95497605
20170813191,63.23660819
20170813201,63.96272273
20170813211,63.3041683
20170813221,63.28779092
20170813231,62.98948599
20170814001,56.49851598
20170814011,45.53017612
20170814021,38.09603309
20170814031,37.97993537
20170814041,32.54693028
20170814051,32.84577133
20170814061,40.46003317
20170814071,49.88533568
20170814081,55.19642724
20170814091,64.9670211
20170814101,86.90107435
20170814111,110.8663847
20170814121,110.1269793
20170814131,106.435063
20170814141,112.0854909
20170814151,111.990906
20170814161,109.8805715
20170814171,109.9988929
20170814181,114.9860034
20170814191,116.5679592
20170814201,115.4708773
20170814211,101.6624782
20170814221,95.00327529
20170814231,93.78201858
20170815001,84.38367341
20170815011,72.73590101
20170815021,61.96197247
20170815031,49.60920889
20170815041,42.83015079
20170815051,42.18394763
20170815061,45.19285633
20170815071,50.94418106
20170815081,56.52708077
20170815091,65.81960613
20170815101,95.08520736
20170815111,114.0805705
20170815121,113.2237865
20170815131,107.6737741
20170815141,113.1031702
20170815151,113.0813782
20170815161,111.4109005
20170815171,111.5004159
20170815181,116.1643737
20170815191,117.5537129
20170815201,116.4167853
20170815211,101.8475225
20170815221,95.88128045
20170815231,94.85968247
20170816001,86.21465552
20170816011,70.55927799
20170816021,61.85821725
20170816031,49.70100458
20170816041,42.65042878
20170816051,41.79580657
20170816061,46.09623543
20170816071,51.61902193
20170816081,56.78450815
20170816091,67.8520097
20170816101,95.14012363
20170816111,110.6248751
20170816121,111.0668685
20170816131,104.5475776
20170816141,112.2113302
20170816151,111.812348
20170816161,107.0455059
20170816171,107.2918135
20170816181,112.6568097
20170816191,115.2888029
20170816201,114.6743619
20170816211,99.0855873
20170816221,93.4518833
20170816231,92.24756955
20170817001,85.66643806
20170817011,66.91468618
20170817021,61.63395254
20170817031,48.60354809
20170817041,42.30112321
20170817051,41.24933571
20170817061,45.78001012
20170817071,49.94573921
20170817081,55.50254084
20170817091,67.6212088
20170817101,99.37193236
20170817111,112.5107494
20170817121,112.4692714
20170817131,104.7178729
20170817141,112.3742238
20170817151,111.9163698
20170817161,107.0641801
20170817171,107.3487908
20170817181,112.1013157
20170817191,114.4928568
20170817201,113.9633746
20170817211,98.49173492
20170817221,92.22042431
20170817231,91.64243182
20170818001,85.41480079
20170818011,65.39750245
20170818021,61.83637158
20170818031,48.68911079
20170818041,39.408001
20170818051,38.69873694
20170818061,43.76738677
20170818071,49.15895768
20170818081,55.87856861
20170818091,67.86903936
20170818101,88.70427882
20170818111,97.29149769
20170818121,97.97302305
20170818131,93.52237792
20170818141,97.04369394
20170818151,96.89579434
20170818161,92.94637219
20170818171,91.10641154
20170818181,94.46941144
20170818191,96.31701057
20170818201,95.88636454
20170818211,84.39111115
20170818221,78.08307403
20170818231,76.11315488
20170819001,69.70354297
20170819011,58.29175837
20170819021,45.28026425
20170819031,36.17874623
20170819041,32.47463193
20170819051,29.75968413
20170819061,31.56715177
20170819071,33.08044805
20170819081,39.200893
20170819091,43.79464318
20170819101,53.09962134
20170819111,55.00076641
20170819121,55.07881735
20170819131,54.81706919
20170819141,54.81635667
20170819151,56.04079764
20170819161,55.84883277
20170819171,54.44028734
20170819181,55.61352897
20170819191,61.25692933
20170819201,62.10926266
20170819211,61.21620447
20170819221,61.10033622
20170819231,60.77531876
20170820001,52.24472955
20170820011,42.53129892
20170820021,35.3183312
20170820031,32.50852258
20170820041,27.20433944
20170820051,26.75892309
20170820061,27.55241376
20170820071,31.25250434
20170820081,37.33973344
20170820091,42.75786263
20170820101,52.65760171
20170820111,53.68539354
20170820121,53.79505909
20170820131,52.56892644
20170820141,51.47701472
20170820151,51.53336104
20170820161,51.98126162
20170820171,52.66753304
20170820181,56.25858597
20170820191,61.89830162
20170820201,62.54025034
20170820211,61.93189334
20170820221,61.78348205
20170820231,61.61122217
20170821001,56.84154953
20170821011,48.07957926
20170821021,39.59519192
20170821031,38.09595402
20170821041,32.99632465
20170821051,33.35311856
20170821061,40.21395987
20170821071,49.5910943
20170821081,56.42966522
20170821091,67.34169044
20170821101,86.87260967
20170821111,110.5544292
20170821121,109.9350619
20170821131,106.3768392
20170821141,112.0737127
20170821151,111.9513397
20170821161,109.7457013
20170821171,109.8773417
20170821181,114.7361823
20170821191,116.3508787
20170821201,115.4712214
20170821211,102.8245627
20170821221,95.49078485
20170821231,94.34796811
20170822001,84.04498016
20170822011,72.40020855
20170822021,62.08357378
20170822031,49.82130159
20170822041,42.61489108
20170822051,40.81186246
20170822061,45.23292112
20170822071,51.83238442
20170822081,58.5477211
20170822091,68.73850714
20170822101,95.57847641
20170822111,114.1355224
20170822121,113.3617146
20170822131,107.6537121
20170822141,113.4107638
20170822151,113.3411432
20170822161,111.3900432
20170822171,111.4999182
20170822181,115.9089662
20170822191,117.3163649
20170822201,116.4301786
20170822211,104.1741549
20170822221,97.16070646
20170822231,95.69045303
20170823001,85.87744481
20170823011,70.96377006
